frame_id,obj_type,Prediction,Confidence
2-048_21475_001,CAR,"[ 2.9021478  8.638859  -1.2208656  5.294163   2.5970879  1.9610418
  3.1391864]",0.8179432
2-048_21475_001,MOTORCYCLE,"[45.41224    2.4171305 -1.4413527  2.3367128  1.0788023  1.7056253
  4.5190773]",0.49774274
2-048_21476_001,CAR,"[20.283646   2.990163  -1.1463479  5.319876   2.7357135  2.0788252
  6.2335105]",0.9547813
2-048_21476_001,CAR,"[74.432434   2.200021  -1.1076403  5.184274   2.7828052  2.0441377
  6.4026294]",0.9406026
2-048_21476_001,CAR,"[ 42.620335  -35.41125    -2.6859815   5.5803742   2.6297238   2.0343285
   2.8419714]",0.2833999
2-048_21476_001,CAR,"[56.41059   18.987389  -1.0557315  5.301833   2.5853202  1.9406668
  2.827003 ]",0.13743123
2-048_21477_001,CAR,"[26.670982   -0.05284029 -1.1915793   5.391793    2.8535047   2.085883
  6.209587  ]",0.97351676
2-048_21477_001,CAR,"[78.05922    0.8491515 -0.6044277  5.266949   2.5352612  1.9754664
  6.3819146]",0.8220132
2-048_21477_001,CAR,"[72.83894   -2.0341535 -0.7687277  5.2702436  2.6145513  1.9737822
  2.9472463]",0.81675166
2-048_21477_001,CAR,"[73.45604     6.7412195  -0.41093132  5.229984    2.6435556   1.8845592
  3.0045094 ]",0.37494096
2-048_21477_001,CAR,"[32.326283  -6.3701735 -1.1840007  5.4341507  2.5964859  1.9221148
  2.585955 ]",0.35457048
2-048_21486_001,CAR,"[32.863373   2.854934  -1.2858328  5.2031274  2.3573978  1.8196505
  6.195449 ]",0.9198259
2-048_21486_001,CAR,"[31.304047   8.108919  -1.1069933  4.928209   2.497118   1.8161759
  3.032971 ]",0.8092381
2-048_21486_001,CAR,"[29.232111  -7.8300247 -1.1091359  5.415636   2.5985696  1.9383231
  3.0439742]",0.2505019
2-048_21487_001,CAR,"[32.313213   2.9750257 -1.439464   5.251701   2.410806   1.7655576
  6.2105093]",0.9258802
2-048_21487_001,CAR,"[44.428993  11.39733   -1.3525367  5.098909   2.790679   1.7775041
  3.0704331]",0.9191101
2-048_21487_001,CAR,"[ 55.86145    -34.212612    -0.97174376   4.8830895    2.55991
   1.8240591    2.6223164 ]",0.6507738
2-048_21487_001,CAR,"[40.33877   20.85167   -1.1025214  5.2264714  2.2002404  1.9039247
  1.8518308]",0.52212787
2-048_21487_001,CAR,"[33.578068  21.507704  -1.1209393  5.1117053  2.4560483  1.7953999
  3.6873417]",0.37936902
2-048_21487_001,CAR,"[65.89914   10.389281  -1.1430883  5.549965   2.6425273  1.9905674
  3.2393777]",0.21870908
2-048_21488_001,CAR,"[51.274742   3.6727858 -1.1263777  5.3240876  2.5286682  1.9540156
  6.254215 ]",0.9442544
2-048_21488_001,CAR,"[60.582935   13.051074   -0.79542834  5.510532    2.6898057   2.0965388
  6.312193  ]",0.84674615
2-048_21488_001,CAR,"[76.85926   -2.198248  -1.1450326  5.0428677  2.4464445  1.9792697
  6.2522182]",0.8344202
2-048_21488_001,CAR,"[18.901905   7.9758635 -1.1407869  4.9348645  2.494769   1.8336514
  3.1701524]",0.7489269
2-048_21488_001,MOTORCYCLE,"[ 13.368443  -20.391932   -1.5466484   2.3072026   1.0378778   1.7475659
   2.180992 ]",0.36434588
2-048_21488_001,PEDESTRIAN,"[70.65645   26.042183  -0.8516767  3.966702   2.0726638  2.1048772
  3.851915 ]",0.34370652
2-048_21488_001,CAR,"[69.97959   18.342222  -1.353068   5.569677   2.71555    1.9638007
  3.4817345]",0.18601644
2-048_21489_001,CAR,"[10.631503   3.3511918 -1.268698   5.0926995  2.5507357  1.9943389
  6.246932 ]",0.93134594
2-048_21489_001,CAR,"[42.768017   8.204614  -1.1510433  5.3554444  2.5984192  1.9656805
  3.067501 ]",0.8639645
2-048_21489_001,CAR,"[ 5.3709483  8.231477  -1.2161286  5.1150837  2.4750268  1.899504
  3.1115203]",0.81278455
2-048_21490_001,CAR,"[29.247026   2.8251956 -1.2587066  5.032434   2.5556233  1.9766933
  6.202778 ]",0.9390288
2-048_21490_001,CAR,"[58.607822   -7.013439   -0.51731354  5.3672476   2.5925555   2.1024563
  5.9552765 ]",0.74945515
2-048_21490_001,CAR,"[ 0.31197682  3.869937   -1.3798151   5.371031    2.5390444   1.7961667
  6.0989823 ]",0.7079148
2-048_21490_001,CAR,"[ 61.955452   -27.885653    -0.34001142   5.9654036    2.8133678
   1.9175959    1.4585768 ]",0.6923011
2-048_21490_001,CAR,"[ 74.3864    -24.073809   -1.175534    5.4641995   2.772692    2.0686626
   3.0482545]",0.641499
2-048_21490_001,CAR,"[ 60.991886  -21.042625   -1.9904385   5.8764663   2.658629    2.1457646
   2.8627326]",0.58389527
2-048_21490_001,PEDESTRIAN,"[62.54496   -6.5155954 -1.1808476  1.3414277  1.3197542  1.9479486
  4.008596 ]",0.5211348
2-048_21490_001,CAR,"[ 44.45222   -22.51103    -2.9717753   4.8707027   2.2291157   1.7370497
   1.4942937]",0.4815358
2-048_21490_001,CAR,"[35.499058   33.941776   -0.84334195  5.6611433   2.703271    2.028016
  3.7351446 ]",0.3834471
2-048_21490_001,CAR,"[ 65.45438   -24.724344   -1.0297099   5.144827    2.4693809   1.8817103
   5.6924205]",0.28602344
2-048_21491_001,CAR,"[30.91227    3.722656  -1.0831635  5.3548226  2.467725   1.9772075
  6.248875 ]",0.9524125
2-048_21491_001,CAR,"[77.05482    3.5297077 -0.5588873  5.1190023  2.4907734  2.0116048
  6.3129673]",0.85061425
2-048_21491_001,CAR,"[62.274483   10.998313   -0.73898894  5.1731744   2.5802505   1.935628
  3.025755  ]",0.7780634
2-048_21491_001,CAR,"[62.605057  -2.9390876 -1.5648566  5.660556   2.675204   2.0093184
  3.0244737]",0.45765403
2-048_21491_001,CAR,"[57.356403  -2.6031065 -1.4950192  5.416433   2.582544   1.9996011
  2.9707959]",0.38422915
2-048_21491_001,CAR,"[40.47599    -7.3807616  -0.97491926  5.002324    2.4512231   1.8311329
  6.1690035 ]",0.30558288
2-048_21491_001,PEDESTRIAN,"[ 24.204031  -14.600503   -3.2523003   1.9263827   1.6161351   1.6275052
   2.9430263]",0.28515762
2-048_21491_001,PEDESTRIAN,"[46.286854  -5.3306427 -1.369832   1.036806   0.960801   1.8305128
  3.7545152]",0.1307648
2-048_21492_001,CAR,"[40.395287   2.8719451 -1.0473639  5.292845   2.4417791  1.9590943
  6.2552195]",0.93263596
2-048_21492_001,CAR,"[ 0.8668696 -4.5465817 -1.6234214  5.306132   2.5704937  1.8742555
  3.2225757]",0.26096356
2-048_21493_001,CAR,"[17.181185   2.5459871 -1.4810276  5.4985023  2.4835021  1.7751379
  6.2431803]",0.9544117
2-048_21493_001,CAR,"[52.449646   2.5234091 -1.6716459  5.3228536  2.6089718  1.9350204
  6.2266836]",0.9011059
2-048_21493_001,CAR,"[81.12291    -1.4403373  -0.70925725  5.116078    2.5883543   1.9372042
  3.0827558 ]",0.6380723
2-048_21493_001,CAR,"[76.4852    -1.1716187 -1.7306693  5.318685   2.5261166  2.0158622
  6.197252 ]",0.5132289
2-048_21505_001,CAR,"[59.176388  -1.384945  -1.136588   4.993934   2.2711413  1.9155879
  6.2254853]",0.88963354
2-048_21505_001,CAR,"[62.713497  -4.074248  -0.823976   5.3532805  2.609944   2.1513872
  6.1581755]",0.13094026
2-048_21508_001,CAR,"[10.428156   3.0625439 -1.3862782  5.4148602  2.4497325  1.8123744
  6.2664685]",0.92936814
2-048_21508_001,CAR,"[63.548588   6.9073787 -1.5816035  5.3693733  2.6756225  1.9543033
  2.6641595]",0.106695615
2-048_21508_001,PEDESTRIAN,"[ 34.579353  -21.822672   -1.5024487   1.0008092   0.7650315   1.7764015
   3.8497455]",0.10487899
2-048_21528_001,CAR,"[ 4.932709   8.77995   -0.9944738  5.27525    2.6116588  1.9448066
  3.0939877]",0.8564842
2-048_21528_001,CAR,"[ 2.4948528 12.296051  -1.2556372  5.272839   2.5636413  1.9016448
  3.1614578]",0.85540426
2-048_21528_001,CAR,"[ 2.4176714  3.9127629 -1.3310153  5.519801   2.4493961  1.9068853
  6.2514873]",0.8437639
2-048_21528_001,CAR,"[58.44044   -5.4676285 -1.1405628  5.275394   2.6072824  1.9867513
  2.7670135]",0.45624706
2-048_21529_001,CAR,"[14.357632   3.5702167 -1.4715897  5.3934197  2.408839   1.7959036
  6.2336235]",0.9460288
2-048_21529_001,CAR,"[60.879578  -7.9743032 -1.7238638  5.535584   2.6413374  1.9832568
  6.2487407]",0.9285747
2-048_21529_001,CAR,"[31.673126  -6.2887573 -1.2881324  5.397019   2.538356   1.8698224
  6.2339473]",0.92771053
2-048_21529_001,CAR,"[34.395245  11.853473  -1.225963   5.079289   2.818907   1.7943882
  3.0208848]",0.90611225
2-048_21529_001,CAR,"[31.651512   7.8535533 -1.3223908  5.074835   2.5482924  1.8174134
  3.160802 ]",0.7967561
2-048_21530_001,CAR,"[21.983717  -5.790373  -1.4593564  5.3847914  2.4947865  1.9388146
  6.2538276]",0.92218757
2-048_21530_001,CAR,"[21.245977   3.1561224 -1.331303   5.147698   2.4061236  1.8312217
  6.2481256]",0.90709746
2-048_21530_001,CAR,"[15.189342  11.770682  -1.2885531  4.983869   2.5140746  1.8005369
  3.0953214]",0.79820406
2-048_21530_001,CAR,"[ 12.923492   -27.871708    -0.53492916   5.530681     2.7066176
   1.9818885    2.9882586 ]",0.6452864
2-048_21530_001,MOTORCYCLE,"[12.945825  -8.044719  -1.6191808  1.8998047  0.9081901  1.6336852
  2.820326 ]",0.2386756
2-048_21530_001,CAR,"[ 26.145874   -37.156586    -0.22294536   5.5729856    2.6754346
   1.9763591    2.9705997 ]",0.2070776
2-048_21530_001,CAR,"[ 19.225046  -27.15882    -1.1392211   5.618481    2.6142743   1.9415663
   2.7882822]",0.19354025
2-048_21530_001,CAR,"[ 14.529155   -30.941635    -0.18077746   5.497777     2.6684918
   2.0295382    2.8194642 ]",0.1524698
2-048_21530_001,CAR,"[65.93535   -5.850678  -1.1479517  5.247095   2.4897244  1.9531859
  2.434438 ]",0.1509408
2-048_21530_001,CAR,"[ 18.83532   -18.128017   -1.0474784   5.029057    2.4420016   1.832746
   6.289616 ]",0.13956964
2-048_21531_001,CAR,"[29.780745  -0.7602612 -1.3269066  5.172405   2.4320421  1.8435963
  6.231605 ]",0.90490025
2-048_21531_001,CAR,"[50.358673  -1.0661066 -1.0792634  5.1150265  2.5318277  1.9681647
  6.102583 ]",0.7306917
2-048_21531_001,CAR,"[ 1.3563908  8.566077  -1.3280872  5.431486   2.477623   1.9793146
  3.2748353]",0.64434534
2-048_21532_001,CAR,"[32.09576   -0.8260864 -1.1218381  5.265007   2.4647563  1.8911089
  6.2384977]",0.9189247
2-048_21532_001,CAR,"[ 4.535735  11.75826   -1.3568664  5.3846993  2.6328964  1.9335603
  3.1439402]",0.89714366
2-048_21532_001,CAR,"[68.28095   -3.0301547 -0.894716   5.628317   2.7248597  1.9003502
  2.98395  ]",0.38475117
2-048_21532_001,CAR,"[52.64447   -1.4226223 -1.0837442  5.202057   2.5120862  1.91544
  3.069628 ]",0.27590084
2-048_21532_001,CAR,"[69.06475    -0.58716697 -0.6868487   5.3443356   2.6345427   1.9107064
  2.9515245 ]",0.23190713
2-048_21606_001,CAR,"[36.650703  -2.0662146 -1.4112654  5.214498   2.5645356  1.9471087
  6.2454195]",0.95600957
2-048_21606_001,CAR,"[53.444244   -0.36759666 -1.6410813   5.462699    2.5863824   1.9488077
  6.2288594 ]",0.9449262
2-048_21606_001,CAR,"[12.102381   5.973483  -1.4340177  5.587809   2.6214812  2.002566
  3.1056998]",0.9085712
2-048_21606_001,CAR,"[38.906822   5.4550257 -1.4132743  5.400981   2.577861   1.9867116
  3.2100248]",0.8254861
2-048_21606_001,CAR,"[ 8.485369  18.351988  -2.041669   5.434785   2.6667228  1.9594023
  2.7070498]",0.7325863
2-048_21606_001,CAR,"[76.361946  -1.4958797 -1.2212055  5.373157   2.653929   2.0784497
  6.03235  ]",0.51631093
2-048_21606_001,PEDESTRIAN,"[ 28.41579   -39.831264   -1.8538729   0.7836843   0.8378357   1.6424726
   6.615553 ]",0.48938745
2-048_21606_001,CAR,"[ 7.9388420e+01  4.5770913e-02 -1.1727828e+00  5.4418068e+00
  2.6785493e+00  2.0676756e+00  2.5941756e+00]",0.4427223
2-048_21606_001,CAR,"[10.6225395 -3.6446257 -1.328602   5.410144   2.4278238  1.8661236
  3.0699244]",0.25128767
2-048_21606_001,CAR,"[68.23108     0.77489716 -1.0444866   5.547886    2.7107754   2.1345096
  5.92517   ]",0.21228826
2-048_21606_001,CAR,"[79.45974    2.7635727 -1.2976055  5.224138   2.5590174  1.973206
  3.449245 ]",0.15148158
2-048_21606_001,CAR,"[73.886024   1.9782208 -1.1709919  5.456415   2.6364949  2.0007746
  3.0905914]",0.14742993
2-048_21607_001,CAR,"[34.541344   4.653145  -1.1032534  5.5382423  2.4707198  2.0707626
  6.3015985]",0.942611
2-048_21607_001,CAR,"[68.172806   5.212376  -1.0461484  5.4783845  2.5252836  2.0830545
  6.4459696]",0.9211633
2-048_21607_001,CAR,"[50.528687   26.727463   -0.96118194  5.5040255   2.7157447   1.9912605
  4.6812086 ]",0.8967787
2-048_21607_001,CAR,"[57.81956    6.4196415 -1.0754391  5.5393167  2.6518912  2.0706155
  6.2215123]",0.7753749
2-048_21607_001,PEDESTRIAN,"[26.314358   -2.7713614  -0.88332045  3.1331344   1.6591872   2.0917616
  3.0509403 ]",0.6951179
2-048_21607_001,CAR,"[64.97555   39.546234  -0.9188117  5.293675   2.5834641  1.9199767
  3.5378034]",0.43272465
2-048_21607_001,CAR,"[61.20214   36.897575  -1.0740223  5.374982   2.6227264  1.9567199
  3.6795847]",0.34461072
2-048_21607_001,CAR,"[79.59282   -1.1480879 -1.294689   5.273994   2.4290144  1.9818932
  2.4667375]",0.27839687
2-048_21608_001,CAR,"[18.616306    3.3980906  -0.96968776  5.5334134   2.4542034   2.0724275
  6.2761774 ]",0.95640147
2-048_21608_001,CAR,"[41.859684   4.558737  -1.0524336  5.5089784  2.45488    2.0159614
  6.250252 ]",0.92863595
2-048_21608_001,CAR,"[ 47.086304  -10.799532   -1.2333171   5.176114    2.3462026   1.8788962
   4.799909 ]",0.91410846
2-048_21608_001,CAR,"[63.63135    2.8676558 -1.0221744  5.906523   2.527864   2.154653
  6.299788 ]",0.9038112
2-048_21608_001,CAR,"[58.47294   -7.9643416 -1.2990612  5.275016   2.4310403  1.8675454
  6.025953 ]",0.9017578
2-048_21608_001,CAR,"[ 6.7133    -6.503918  -1.5225192  5.2649746  2.4490838  1.8354326
  6.289099 ]",0.83539176
2-048_21608_001,PEDESTRIAN,"[61.974285   -6.9181094  -1.2360729   1.0258703   0.97174674  1.9504089
  2.8439853 ]",0.6498692
2-048_21608_001,CAR,"[ 14.172     -19.107609   -1.3501753   5.3113174   2.5236464   1.9502668
   2.4639735]",0.4622142
2-048_21608_001,CAR,"[ 35.698223  -10.53801    -1.2092196   5.096335    2.401527    1.9181215
   2.1700034]",0.4530511
2-048_21608_001,CAR,"[ 32.56533    -13.1673565   -0.89523226   5.083649     2.489411
   1.9455643    4.84742   ]",0.41690454
2-048_21608_001,CAR,"[58.8808     7.7451267 -0.8589109  5.274465   2.6310735  1.8930271
  2.5316281]",0.3510373
2-048_21608_001,CAR,"[ 60.989273   -13.8494      -0.37311032   5.353173     2.6562169
   1.9023145    5.6980176 ]",0.22253901
2-048_21608_001,PEDESTRIAN,"[ 22.17205   -24.1817     -3.1186492   1.962372    1.637937    1.6605215
   3.1324556]",0.14415385
2-048_21609_001,CAR,"[26.969496   3.0588179 -1.0673761  5.610292   2.5017314  2.0777357
  6.231743 ]",0.94923437
2-048_21609_001,CAR,"[50.88005    2.6713881 -1.2689275  5.2135863  2.5278509  1.9356105
  6.220273 ]",0.9395356
2-048_21609_001,CAR,"[19.40222    9.852676  -1.3053967  5.64222    2.7208145  2.0633528
  3.1222394]",0.9367096
2-048_21609_001,CAR,"[51.049053  -0.9536821 -1.2247331  5.4223795  2.7174242  2.0236797
  6.2172985]",0.9233335
2-048_21609_001,CAR,"[30.729862  -7.359167  -1.0637807  5.3970337  2.4644833  1.96166
  6.136807 ]",0.905248
2-048_21609_001,CAR,"[21.745369  24.858402  -1.589141   5.252125   2.308773   1.8466576
  1.5218666]",0.82626474
2-048_21609_001,CAR,"[12.106684  -5.6913977 -1.2725592  5.2307515  2.1340013  1.8842503
  4.531641 ]",0.7722663
2-048_21609_001,CAR,"[ 48.64916   -10.186979   -1.0460657   5.1840177   2.474017    1.9273102
   4.738632 ]",0.74568975
2-048_21609_001,CAR,"[63.842583  19.373644  -0.5389718  5.145023   2.5847518  1.9230332
  3.027867 ]",0.7283114
2-048_21609_001,CAR,"[ 42.79265    -11.312794    -0.96216035   5.592021     2.5758176
   2.0952203    6.2821717 ]",0.69042486
2-048_21609_001,CAR,"[75.89314   12.765498  -1.7004284  5.643496   2.5756805  2.0182896
  3.1389754]",0.6872119
2-048_21609_001,CAR,"[18.560501  25.579987  -1.4946729  5.0700054  2.3808587  1.8708297
  1.5665357]",0.687135
2-048_21609_001,CAR,"[ 19.499174   -32.524555    -0.59977627   5.2169676    2.74135
   1.8066196    2.3273842 ]",0.6672232
2-048_21609_001,CAR,"[ 8.770292  -7.0747514 -1.1114607  5.2675157  2.5273097  1.9769617
  1.4784901]",0.63995564
2-048_21609_001,CAR,"[20.949068  30.694553  -1.257559   5.3141327  2.5395532  1.8971452
  3.3187652]",0.6282953
2-048_21609_001,CAR,"[ 1.9838648 -5.242393  -1.2870873  5.5953493  2.5969546  2.0234957
  2.980221 ]",0.61320853
2-048_21609_001,CAR,"[33.22568   -4.588876  -0.7444008  5.726885   2.5673482  2.014808
  6.08306  ]",0.5445523
2-048_21609_001,CAR,"[ 5.57371   24.893816  -1.451012   5.2288857  2.3014467  1.8341165
  1.6834596]",0.54195184
2-048_21609_001,CAR,"[14.6666155 -6.6815524 -1.0739998  5.519756   2.1630557  2.0949898
  4.234635 ]",0.51456624
2-048_21609_001,CAR,"[ 25.652239  -10.358426   -0.7950474   5.3088512   2.5441306   1.9449922
   2.68386  ]",0.46927476
2-048_21609_001,CAR,"[15.149098  25.6937    -1.3985808  5.4777117  2.361334   1.9440355
  1.6175646]",0.4652857
2-048_21609_001,CAR,"[ 5.287725  -8.623827  -1.1508746  5.198768   1.9572307  1.9269165
  4.7058063]",0.3270879
2-048_21609_001,CAR,"[ 29.405819   -14.448667    -0.20881009   5.812067     2.8620224
   1.8564917    1.6339808 ]",0.31309894
2-048_21609_001,CAR,"[24.571836  25.791418  -1.5354707  5.1811657  2.2236228  1.9022553
  1.8273503]",0.1832329
2-048_21609_001,CAR,"[ 0.19510627 26.479805   -1.2715478   4.9147325   2.203195    1.9011108
  1.7349887 ]",0.14475505
2-048_21609_001,CAR,"[ 5.603077  36.274204  -1.464519   5.252433   2.4531713  1.8674371
  2.576563 ]",0.13174105
2-048_21610_001,CAR,"[26.23358   -0.7597517 -1.1968005  5.603393   2.7192175  2.114937
  6.2394433]",0.9504893
2-048_21610_001,CAR,"[45.182415   1.2595518 -1.37173    5.353508   2.560508   1.9544797
  6.2271533]",0.9130118
2-048_21610_001,CAR,"[68.20645     0.56920075 -0.9047794   5.43685     2.6364644   2.054609
  6.118008  ]",0.7515579
2-048_21610_001,CAR,"[22.866087  34.865807  -1.1769081  5.449939   2.5734363  1.9360867
  3.0525043]",0.51137745
2-048_21610_001,CAR,"[ 1.9434358  3.5702722 -1.1742748  5.287806   2.448639   1.980243
  3.016205 ]",0.34442312
2-048_21610_001,CAR,"[ 56.573223  -11.642044   -0.8235256   5.3536887   2.5941923   1.9130545
   2.9608824]",0.28009257
2-048_21610_001,CAR,"[52.96152   20.437368  -1.6164322  5.2566133  2.494853   1.9105306
  3.5560443]",0.25267258
2-048_21610_001,CAR,"[ 57.481503   -14.807889    -0.43189794   5.3826265    2.5575142
   2.0059876    6.1037416 ]",0.1925426
2-048_21610_001,CAR,"[ 7.4234375e+01 -1.7564089e+01 -1.7190726e-02  5.4296937e+00
  2.6656520e+00  1.7480243e+00  1.8073304e+00]",0.15731393
2-048_21611_001,CAR,"[22.698044   -0.16706428 -1.1834139   5.726888    2.7438822   2.1292248
  6.2629967 ]",0.9577567
2-048_21611_001,CAR,"[32.83797    6.4896526 -1.3212675  5.9518375  2.6890786  2.1011827
  3.111652 ]",0.92702764
2-048_21611_001,CAR,"[50.904736   2.5287747 -1.3340877  5.4923053  2.5382545  2.026287
  6.2163105]",0.9193727
2-048_21611_001,CAR,"[ 51.13456   -10.455919   -0.9478284   5.4792852   2.5776997   2.0641465
   5.854939 ]",0.8962284
2-048_21611_001,CAR,"[ 5.696339   3.2807958 -1.4966301  5.565259   2.514373   1.8089498
  6.2610297]",0.8619146
2-048_21611_001,CAR,"[ 42.07663   -12.158181   -0.9275129   5.204202    2.5573528   1.9394802
   4.4795446]",0.7634599
2-048_21611_001,CAR,"[79.38452    -9.412909   -0.73636615  5.3501234   2.5156975   2.05305
  6.040459  ]",0.71560603
2-048_21611_001,CAR,"[75.71462     2.3409429  -0.81514764  5.223518    2.6903048   1.9987822
  2.8435955 ]",0.69487613
2-048_21611_001,CAR,"[47.353153  10.011999  -0.5886393  5.7176685  2.803423   2.0428703
  3.1324933]",0.62266195
2-048_21611_001,CAR,"[ 67.543434  -10.738453   -1.0439669   5.3240275   2.5509787   1.8568021
   3.4159923]",0.27039403
2-048_21611_001,CAR,"[74.46253   -7.85574   -1.1613665  5.326845   2.502854   1.9105942
  3.334206 ]",0.12713245
2-048_21612_001,CAR,"[25.467466    0.02729866 -1.1328764   5.811487    2.5999389   2.1235178
  6.2854586 ]",0.9610014
2-048_21612_001,CAR,"[34.68707    2.8869495 -1.2059733  5.2102704  2.4630594  1.8104349
  6.253325 ]",0.92693406
2-048_21612_001,CAR,"[60.354946   2.7998216 -1.0180013  5.352072   2.483371   2.0230348
  6.25637  ]",0.90561223
2-048_21612_001,CAR,"[74.33088    7.207709  -0.9759272  5.352454   2.625916   1.9808787
  3.0613878]",0.85998213
2-048_21612_001,CAR,"[ 1.0732787  26.7393     -0.93022364  5.2258005   2.4357545   2.0029302
  2.071027  ]",0.69637865
2-048_21612_001,CAR,"[ 0.11162585  3.4446437  -1.281114    5.2592287   2.4231355   1.8796492
  6.0984793 ]",0.55906975
2-048_21612_001,CAR,"[ 26.653763   -18.57674     -0.89450765   4.9676213    2.285881
   1.8474615    4.856045  ]",0.37920702
2-048_21612_001,CAR,"[ 80.285645   -13.473681    -0.56540847   5.1077805    2.5740716
   1.985575     2.7121143 ]",0.36986586
2-048_21612_001,CAR,"[ 12.9620695  -30.184086    -0.57721585   5.0866575    2.3032258
   1.9914248    4.3626437 ]",0.26257464
2-048_21617_001,CAR,"[26.625874   2.8229373 -1.2770545  5.406061   2.475571   1.8815659
  6.235756 ]",0.94200677
2-048_21617_001,CAR,"[70.92123   -3.0755167 -0.8408738  5.2673235  2.5154943  2.0422173
  6.1385775]",0.91215223
2-048_21617_001,CAR,"[70.71989   -9.786105  -1.0105292  5.2279663  2.541688   2.0766108
  5.4189377]",0.6637337
2-048_21617_001,CAR,"[ 65.775185  -14.70661    -1.0275133   5.3934307   2.5685666   2.0645196
   6.3617167]",0.4709465
2-048_21617_001,CAR,"[61.921986    0.90807545 -0.52199346  5.2683344   2.5424705   1.9864739
  6.2605677 ]",0.45135608
2-048_21617_001,CAR,"[ 65.84089    -17.25646     -0.94804806   5.0875506    2.4729366
   1.9328393    5.9316216 ]",0.3460967
2-048_21617_001,CAR,"[65.18062   -5.0003977 -1.1596569  5.341271   2.6354022  1.983783
  2.7152019]",0.30821383
